date,city,unemployment_rate,consumer_sentiment,foot_traffic_index,gas_price_per_gallon,cpi_food_away_home,local_population,restaurant_industry_index
2023-10-05,Philadelphia,5.75,66.0,82.7,3.72,272.04,58000,101.6
2023-10-06,Philadelphia,5.79,66.2,82.5,3.99,271.34,58000,99.6
2023-10-07,Philadelphia,5.77,65.7,83.0,3.59,270.06,58000,99.3
2023-10-08,Philadelphia,5.7,65.5,83.5,3.64,268.16,58000,102.4
2023-10-09,Philadelphia,5.74,65.3,83.3,3.07,269.48,58000,100.4
2023-10-10,Philadelphia,5.8,65.3,83.4,3.73,268.79,58000,102.2
2023-10-11,Philadelphia,5.84,65.6,82.8,3.59,270.24,58000,99.7
2023-10-12,Philadelphia,5.91,65.4,82.3,3.75,268.53,58000,99.8
2023-10-13,Philadelphia,5.95,65.6,83.3,3.51,269.0,58000,102.7
2023-10-14,Philadelphia,5.92,65.6,82.9,2.97,269.69,58000,100.2
2023-10-15,Philadelphia,5.91,65.9,83.6,3.38,269.77,58000,101.2
2023-10-16,Philadelphia,5.87,66.0,83.3,3.69,270.38,58000,100.3
2023-10-17,Philadelphia,5.85,65.8,83.6,3.34,271.77,58000,99.0
2023-10-18,Philadelphia,5.79,65.8,84.2,3.04,269.97,58000,96.2
2023-10-19,Philadelphia,5.78,66.1,82.8,3.73,269.7,58000,102.1
2023-10-20,Philadelphia,5.74,66.2,82.4,3.17,270.76,58000,98.2
2023-10-21,Philadelphia,5.77,65.8,82.8,3.47,268.91,58000,101.0
2023-10-22,Philadelphia,5.67,65.3,82.6,3.68,270.1,58000,100.3
2023-10-23,Philadelphia,5.69,65.0,83.5,3.74,268.48,58000,99.8
2023-10-24,Philadelphia,5.75,65.0,83.8,3.62,271.07,58000,97.1
2023-10-25,Philadelphia,5.81,64.6,83.9,2.98,270.85,58000,98.8
2023-10-26,Philadelphia,5.79,64.7,83.4,3.78,270.13,58000,100.4
2023-10-27,Philadelphia,5.78,64.7,83.3,3.56,269.37,58000,99.7
2023-10-28,Philadelphia,5.78,64.7,82.2,3.86,270.4,58000,98.3
2023-10-29,Philadelphia,5.83,65.2,83.0,4.01,266.87,58000,100.5
2023-10-30,Philadelphia,5.81,65.7,82.5,3.45,269.82,58000,101.5
2023-10-31,Philadelphia,5.85,65.2,82.5,3.37,269.93,58000,100.1
2023-11-01,Philadelphia,5.87,65.4,82.6,3.5,270.86,58000,100.5
2023-11-02,Philadelphia,5.94,65.7,82.3,4.26,269.71,58000,99.4
2023-11-03,Philadelphia,5.88,65.5,83.1,3.06,268.53,58000,101.1
2023-11-04,Philadelphia,5.86,65.6,83.5,2.98,270.4,58000,102.7
2023-11-05,Philadelphia,5.88,65.4,84.5,3.61,270.51,58000,99.3
2023-11-06,Philadelphia,5.94,65.3,85.0,3.86,272.14,58000,101.7
2023-11-07,Philadelphia,5.95,65.7,84.7,2.98,269.8,58000,101.7
2023-11-08,Philadelphia,5.92,65.7,83.9,3.7,270.72,58000,102.6
2023-11-09,Philadelphia,5.82,65.4,83.8,3.03,269.65,58000,97.5
2023-11-10,Philadelphia,5.75,65.6,84.3,3.27,270.33,58000,102.6
2023-11-11,Philadelphia,5.72,65.5,84.5,3.97,268.73,58000,99.9
2023-11-12,Philadelphia,5.76,66.0,84.5,3.24,268.42,58000,100.0
2023-11-13,Philadelphia,5.8,66.3,84.9,3.62,272.32,58000,97.7
2023-11-14,Philadelphia,5.73,65.9,84.9,3.74,269.78,58000,98.5
2023-11-15,Philadelphia,5.67,65.9,85.2,2.92,270.25,58000,100.8
2023-11-16,Philadelphia,5.79,66.5,85.5,2.97,271.38,58000,96.7
2023-11-17,Philadelphia,5.76,66.4,86.0,3.35,270.3,58000,98.8
2023-11-18,Philadelphia,5.73,66.1,86.4,3.19,270.52,58000,99.5
2023-11-19,Philadelphia,5.79,66.1,86.4,3.45,269.38,58000,95.1
2023-11-20,Philadelphia,5.81,65.8,86.3,2.63,270.44,58000,100.3
2023-11-21,Philadelphia,5.79,66.3,86.5,3.62,271.13,58000,100.1
2023-11-22,Philadelphia,5.69,66.0,86.8,3.54,270.14,58000,98.2
2023-11-23,Philadelphia,5.66,66.2,87.4,2.68,271.14,58000,100.6
2023-11-24,Philadelphia,5.64,66.4,86.8,2.86,270.21,58000,101.0
2023-11-25,Philadelphia,5.62,66.4,86.9,3.8,271.98,58000,100.9
2023-11-26,Philadelphia,5.58,66.2,86.8,2.83,271.07,58000,95.2
2023-11-27,Philadelphia,5.56,65.8,86.1,3.18,269.7,58000,98.8
2023-11-28,Philadelphia,5.54,65.5,85.3,3.15,271.3,58000,103.6
2023-11-29,Philadelphia,5.49,65.5,84.9,3.42,269.54,58000,97.0
2023-11-30,Philadelphia,5.52,65.3,85.3,3.22,273.62,58000,100.2
2023-12-01,Philadelphia,5.55,65.0,85.4,3.71,271.74,58000,99.3
2023-12-02,Philadelphia,5.54,64.6,85.6,3.4,270.83,58000,100.7
2023-12-03,Philadelphia,5.56,64.5,85.7,2.95,270.02,58000,102.7
2023-12-04,Philadelphia,5.56,65.1,85.6,3.34,269.64,58000,99.3
2023-12-05,Philadelphia,5.63,64.8,85.8,3.22,271.42,58000,97.4
2023-12-06,Philadelphia,5.63,65.2,85.8,3.23,268.46,58000,98.4
2023-12-07,Philadelphia,5.7,65.1,86.1,3.44,271.18,58000,99.9
2023-12-08,Philadelphia,5.76,65.4,86.4,3.56,270.34,58000,98.8
2023-12-09,Philadelphia,5.81,65.2,86.6,3.48,270.7,58000,97.7
2023-12-10,Philadelphia,5.94,64.9,86.2,3.22,271.69,58000,98.4
2023-12-11,Philadelphia,5.97,64.4,86.8,3.61,271.18,58000,100.7
2023-12-12,Philadelphia,6.01,64.3,86.3,3.49,272.13,58000,97.3
2023-12-13,Philadelphia,6.08,64.3,86.2,3.8,271.23,58000,99.8
2023-12-14,Philadelphia,6.06,63.8,86.0,3.18,271.49,58000,99.4
2023-12-15,Philadelphia,6.13,64.1,86.2,3.19,271.09,58000,99.3
2023-12-16,Philadelphia,6.05,63.4,85.6,3.23,270.39,58000,98.0
2023-12-17,Philadelphia,6.07,63.1,85.5,3.1,270.75,58000,98.2
2023-12-18,Philadelphia,6.11,63.2,85.3,3.82,271.31,58000,100.1
2023-12-19,Philadelphia,6.15,63.4,85.3,3.49,272.2,58000,97.3
2023-12-20,Philadelphia,6.11,63.5,84.8,3.88,270.93,58000,99.1
2023-12-21,Philadelphia,6.05,63.1,85.0,3.99,269.67,58000,97.2
2023-12-22,Philadelphia,6.07,63.0,85.0,3.54,270.3,58000,104.9
2023-12-23,Philadelphia,6.08,62.8,85.9,3.62,271.33,58000,97.6
2023-12-24,Philadelphia,6.09,62.9,85.8,3.18,271.29,58000,99.7
2023-12-25,Philadelphia,6.21,63.2,84.4,3.6,269.25,58000,103.2
2023-12-26,Philadelphia,6.18,63.4,84.4,3.72,269.48,58000,100.2
2023-12-27,Philadelphia,6.19,63.5,84.4,3.11,271.87,58000,100.0
2023-12-28,Philadelphia,6.17,63.7,84.6,3.45,270.71,58000,103.8
2023-12-29,Philadelphia,6.13,63.8,84.7,3.89,271.41,58000,100.1
2023-12-30,Philadelphia,6.19,63.5,84.9,3.28,272.62,58000,95.3
2023-12-31,Philadelphia,6.17,63.7,85.1,3.66,269.93,58000,98.4
2022-01-01,Chicago,5.44,68.7,89.7,3.35,257.86,62000,100.5
2022-01-02,Chicago,5.39,68.7,90.4,3.56,261.1,62000,103.6
2022-01-03,Chicago,5.34,68.3,89.9,3.52,258.46,62000,99.1
2022-01-04,Chicago,5.28,67.8,90.4,3.28,260.43,62000,98.1
2022-01-05,Chicago,5.21,68.3,90.6,3.24,259.73,62000,102.4
2022-01-06,Chicago,5.19,67.9,90.3,3.64,258.2,62000,102.3
2022-01-07,Chicago,5.18,67.8,91.5,3.55,259.68,62000,100.5
2022-01-08,Chicago,5.1,67.2,91.3,2.99,260.05,62000,102.7
2022-01-09,Chicago,5.11,66.9,90.9,2.86,259.66,62000,98.4
2022-01-10,Chicago,5.15,66.8,90.9,3.77,262.45,62000,100.4
2022-01-11,Chicago,5.06,67.3,90.1,3.38,256.69,62000,101.3
2022-01-12,Chicago,5.19,67.6,90.4,3.62,259.23,62000,96.3
2022-01-13,Chicago,5.24,67.4,90.7,3.91,260.05,62000,100.3
2022-01-14,Chicago,5.28,67.2,90.4,3.51,259.83,62000,98.2
2022-01-15,Chicago,5.32,67.6,90.4,3.21,259.22,62000,103.0
2022-01-16,Chicago,5.3,67.8,90.7,2.84,259.02,62000,99.6
2022-01-17,Chicago,5.26,67.6,90.8,3.21,260.9,62000,101.5
2022-01-18,Chicago,5.31,67.7,90.9,3.52,261.51,62000,99.1
2022-01-19,Chicago,5.37,68.3,90.6,3.47,259.69,62000,99.5
2022-01-20,Chicago,5.41,67.9,90.7,3.64,259.39,62000,101.5
2022-01-21,Chicago,5.45,68.0,90.9,3.83,260.66,62000,99.7
2022-01-22,Chicago,5.36,68.2,91.1,3.39,260.13,62000,98.2
2022-01-23,Chicago,5.38,68.7,90.8,4.08,260.03,62000,96.3
2022-01-24,Chicago,5.35,69.3,90.7,3.32,261.06,62000,98.6
2022-01-25,Chicago,5.48,69.9,90.1,3.06,260.41,62000,97.5
2022-01-26,Chicago,5.55,70.4,89.7,3.37,260.68,62000,97.3
2022-01-27,Chicago,5.51,70.2,90.3,3.53,258.57,62000,102.1
2022-01-28,Chicago,5.5,69.9,90.9,3.79,260.46,62000,100.7
2022-01-29,Chicago,5.49,69.7,91.5,3.89,259.03,62000,103.2
2022-01-30,Chicago,5.5,69.0,91.0,3.26,260.9,62000,96.9
2022-01-31,Chicago,5.49,69.0,90.2,3.47,259.97,62000,101.4
2022-02-01,Chicago,5.48,69.1,91.0,3.49,259.88,62000,96.9
2022-02-02,Chicago,5.43,69.4,91.2,3.37,260.7,62000,102.3
2022-02-03,Chicago,5.43,69.2,91.3,3.32,260.97,62000,98.6
2022-02-04,Chicago,5.43,68.9,91.8,3.78,260.36,62000,100.1
2022-02-05,Chicago,5.47,68.7,91.4,3.83,263.87,62000,99.3
2022-02-06,Chicago,5.51,68.7,91.7,3.58,261.54,62000,98.0
2022-02-07,Chicago,5.5,68.3,92.6,3.33,261.18,62000,98.8
2022-02-08,Chicago,5.61,68.8,92.5,3.55,258.94,62000,100.4
2022-02-09,Chicago,5.59,69.2,92.4,4.02,260.28,62000,99.0
2022-02-10,Chicago,5.53,69.1,92.8,2.87,261.1,62000,101.5
2022-02-11,Chicago,5.56,68.9,92.6,3.39,261.46,62000,101.1
2022-02-12,Chicago,5.63,68.5,92.4,3.35,259.82,62000,102.4
2022-02-13,Chicago,5.62,68.5,92.2,3.24,261.66,62000,97.3
2022-02-14,Chicago,5.66,68.4,92.3,3.81,260.41,62000,100.5
2022-02-15,Chicago,5.66,68.8,92.0,3.8,259.87,62000,99.9
2022-02-16,Chicago,5.63,68.8,92.1,3.47,259.31,62000,102.2
2022-02-17,Chicago,5.6,69.2,92.8,3.1,258.88,62000,100.4
2022-02-18,Chicago,5.64,69.2,92.4,3.8,260.43,62000,99.5
2022-02-19,Chicago,5.65,69.3,92.2,3.2,259.82,62000,99.6
2022-02-20,Chicago,5.66,69.0,92.0,4.07,261.94,62000,100.5
2022-02-21,Chicago,5.56,68.8,92.1,3.66,260.93,62000,100.3
2022-02-22,Chicago,5.55,69.1,91.9,2.82,261.84,62000,100.2
2022-02-23,Chicago,5.49,69.0,91.8,3.08,259.34,62000,101.8
2022-02-24,Chicago,5.55,69.3,91.3,3.71,262.42,62000,103.8
2022-02-25,Chicago,5.52,68.8,91.5,3.37,261.56,62000,101.7
2022-02-26,Chicago,5.46,69.0,91.3,3.49,263.16,62000,98.9
2022-02-27,Chicago,5.48,68.8,91.6,3.69,260.2,62000,97.6
2022-02-28,Chicago,5.42,68.7,91.1,3.26,261.04,62000,101.5
2022-03-01,Chicago,5.51,68.7,90.5,3.66,262.86,62000,99.8
2022-03-02,Chicago,5.45,69.4,90.5,3.56,260.75,62000,97.8
2022-03-03,Chicago,5.43,69.5,90.0,3.55,261.57,62000,97.7
2022-03-04,Chicago,5.35,69.6,90.3,3.68,260.27,62000,99.1
2022-03-05,Chicago,5.41,69.5,90.3,3.51,261.79,62000,100.2
2022-03-06,Chicago,5.45,69.3,90.4,3.02,259.73,62000,97.9
2022-03-07,Chicago,5.4,69.4,89.8,3.87,261.73,62000,101.7
2022-03-08,Chicago,5.41,69.1,90.1,3.46,260.15,62000,102.0
2022-03-09,Chicago,5.37,68.9,90.7,3.41,260.91,62000,102.0
2022-03-10,Chicago,5.39,68.8,91.1,3.26,262.34,62000,100.6
2022-03-11,Chicago,5.42,68.6,90.9,3.74,261.41,62000,100.9
2022-03-12,Chicago,5.38,68.7,90.6,3.98,262.51,62000,101.6
2022-03-13,Chicago,5.41,68.5,91.1,3.45,260.65,62000,101.0
2022-03-14,Chicago,5.46,68.6,91.3,3.51,260.35,62000,98.7
2022-03-15,Chicago,5.41,68.4,91.8,3.85,261.23,62000,98.6
2022-03-16,Chicago,5.4,68.8,92.1,3.66,261.93,62000,95.3
2022-03-17,Chicago,5.37,68.7,91.8,3.46,261.77,62000,99.8
2022-03-18,Chicago,5.36,68.3,92.3,3.46,259.53,62000,99.8
2022-03-19,Chicago,5.3,68.0,92.2,3.37,260.42,62000,100.6
2022-03-20,Chicago,5.31,68.0,92.1,3.7,260.17,62000,103.0
2022-03-21,Chicago,5.31,67.9,92.1,3.2,259.34,62000,100.3
2022-03-22,Chicago,5.38,68.0,91.5,3.66,260.04,62000,102.0
2022-03-23,Chicago,5.44,68.1,91.8,4.18,263.41,62000,97.7
2022-03-24,Chicago,5.5,68.1,92.0,3.8,261.07,62000,100.9
2022-03-25,Chicago,5.5,68.7,92.3,3.57,259.34,62000,102.3
2022-03-26,Chicago,5.53,68.9,92.4,3.2,260.77,62000,99.4
2022-03-27,Chicago,5.53,68.8,91.9,3.53,262.56,62000,99.6
2022-03-28,Chicago,5.53,68.8,92.1,3.65,261.91,62000,100.4
2022-03-29,Chicago,5.39,69.0,92.1,2.88,261.32,62000,95.3
2022-03-30,Chicago,5.45,68.9,92.3,3.63,261.23,62000,101.2
2022-03-31,Chicago,5.47,69.1,92.8,3.44,261.63,62000,100.5
2022-04-01,Chicago,5.37,69.5,92.8,3.47,259.43,62000,100.5
2022-04-02,Chicago,5.31,69.2,93.1,3.31,261.92,62000,95.5
2022-04-03,Chicago,5.32,69.1,92.3,3.95,264.46,62000,98.7
2022-04-04,Chicago,5.41,68.9,91.9,3.38,261.45,62000,99.2
2022-04-05,Chicago,5.48,68.7,92.0,3.38,261.64,62000,103.7
2022-04-06,Chicago,5.5,68.8,92.3,2.86,262.49,62000,101.3
2022-04-07,Chicago,5.52,68.7,92.7,3.48,261.63,62000,98.8
2022-04-08,Chicago,5.53,69.3,93.4,3.42,261.4,62000,100.8
2022-04-09,Chicago,5.52,69.6,93.5,3.82,263.13,62000,104.3
2022-04-10,Chicago,5.64,68.9,93.1,3.34,261.79,62000,98.8
2022-04-11,Chicago,5.63,69.3,93.0,3.68,261.51,62000,96.2
2022-04-12,Chicago,5.66,69.7,92.6,3.53,261.87,62000,99.5
2022-04-13,Chicago,5.66,69.8,92.5,3.21,260.68,62000,101.7
2022-04-14,Chicago,5.67,69.8,92.7,3.65,261.7,62000,100.5
2022-04-15,Chicago,5.63,70.0,92.6,3.62,261.23,62000,100.3
2022-04-16,Chicago,5.76,69.8,92.7,3.3,261.8,62000,98.1
2022-04-17,Chicago,5.83,69.5,92.3,3.37,261.18,62000,101.2
2022-04-18,Chicago,5.84,69.5,92.5,3.46,261.81,62000,99.2
2022-04-19,Chicago,5.89,68.8,92.7,3.89,261.0,62000,101.3
2022-04-20,Chicago,5.88,68.6,92.3,3.36,260.71,62000,100.1
2022-04-21,Chicago,5.87,69.1,92.1,3.33,261.43,62000,99.1
2022-04-22,Chicago,5.91,69.0,91.9,3.56,261.8,62000,100.6
2022-04-23,Chicago,5.92,68.8,91.9,3.42,262.1,62000,99.4
2022-04-24,Chicago,5.96,69.0,91.9,3.41,261.82,62000,100.6
2022-04-25,Chicago,5.98,70.0,92.4,3.3,262.21,62000,101.4
2022-04-26,Chicago,5.97,70.2,92.9,3.55,262.51,62000,99.4
2022-04-27,Chicago,6.05,70.6,92.2,3.5,262.69,62000,102.6
2022-04-28,Chicago,6.09,70.8,92.8,3.68,260.82,62000,99.0
2022-04-29,Chicago,6.14,70.7,92.7,3.55,261.14,62000,101.1
2022-04-30,Chicago,6.22,70.5,92.6,3.39,262.1,62000,100.8
2022-05-01,Chicago,6.15,70.8,92.2,3.13,260.8,62000,97.7
2022-05-02,Chicago,6.2,70.5,92.2,3.84,262.1,62000,96.4
2022-05-03,Chicago,6.16,70.5,92.3,3.23,262.37,62000,100.3
2022-05-04,Chicago,6.24,70.3,92.7,3.97,261.04,62000,100.5
2022-05-05,Chicago,6.25,70.0,92.6,3.04,263.8,62000,98.5
2022-05-06,Chicago,6.2,70.1,93.0,3.16,262.84,62000,102.3
2022-05-07,Chicago,6.27,70.4,93.0,3.42,262.19,62000,98.8
2022-05-08,Chicago,6.33,70.2,92.5,3.34,259.96,62000,97.4
2022-05-09,Chicago,6.34,70.4,92.5,3.22,262.39,62000,95.9
2022-05-10,Chicago,6.32,70.6,92.0,4.1,261.98,62000,98.0
2022-05-11,Chicago,6.37,70.4,92.1,3.65,263.17,62000,94.8
2022-05-12,Chicago,6.37,70.6,92.4,3.45,263.17,62000,97.5
2022-05-13,Chicago,6.34,70.1,93.0,3.26,263.07,62000,97.4
2022-05-14,Chicago,6.39,69.6,92.4,3.78,262.62,62000,100.8
2022-05-15,Chicago,6.37,69.4,92.6,3.84,262.99,62000,99.7
2022-05-16,Chicago,6.39,69.6,92.3,3.02,263.32,62000,95.2
2022-05-17,Chicago,6.43,69.1,91.7,3.41,261.77,62000,103.5
2022-05-18,Chicago,6.42,68.4,92.0,3.4,262.17,62000,99.5
2022-05-19,Chicago,6.44,68.9,91.6,4.1,262.04,62000,95.2
2022-05-20,Chicago,6.32,68.9,92.2,3.84,262.41,62000,100.2
2022-05-21,Chicago,6.34,67.9,92.6,3.94,260.69,62000,105.4
2022-05-22,Chicago,6.31,68.0,92.4,3.74,262.03,62000,100.8
2022-05-23,Chicago,6.26,67.9,92.4,3.69,262.92,62000,98.8
2022-05-24,Chicago,6.34,68.1,92.0,4.0,261.58,62000,100.5
2022-05-25,Chicago,6.39,67.8,92.0,3.91,262.52,62000,101.4
2022-05-26,Chicago,6.36,68.1,91.2,3.59,262.54,62000,98.3
2022-05-27,Chicago,6.36,67.9,90.6,3.2,263.13,62000,99.0
2022-05-28,Chicago,6.36,67.5,91.0,3.19,262.91,62000,102.9
2022-05-29,Chicago,6.36,67.7,90.6,3.71,261.99,62000,101.5
2022-05-30,Chicago,6.3,67.7,90.8,3.56,261.87,62000,101.7
2022-05-31,Chicago,6.27,68.0,91.2,3.78,263.48,62000,100.1
2022-06-01,Chicago,6.29,68.5,91.7,3.72,264.01,62000,99.4
2022-06-02,Chicago,6.35,68.5,92.0,3.62,263.5,62000,100.6
2022-06-03,Chicago,6.35,68.3,91.6,3.03,261.24,62000,101.2
2022-06-04,Chicago,6.4,68.3,90.9,3.96,261.88,62000,96.9
2022-06-05,Chicago,6.33,68.3,91.8,3.29,263.34,62000,98.4
2022-06-06,Chicago,6.31,68.5,91.5,3.51,262.55,62000,99.4
2022-06-07,Chicago,6.27,68.6,90.6,3.39,263.84,62000,100.5
2022-06-08,Chicago,6.24,68.3,90.2,3.53,262.08,62000,98.6
2022-06-09,Chicago,6.2,68.2,89.6,3.36,260.59,62000,103.2
2022-06-10,Chicago,6.31,69.1,89.4,3.62,261.96,62000,101.3
2022-06-11,Chicago,6.23,69.0,89.7,3.57,262.98,62000,102.3
2022-06-12,Chicago,6.24,69.2,90.2,3.66,263.4,62000,97.5
2022-06-13,Chicago,6.27,69.1,89.6,3.93,262.48,62000,96.7
2022-06-14,Chicago,6.25,69.5,89.8,3.27,261.32,62000,97.9
2022-06-15,Chicago,6.27,69.1,89.4,3.48,263.49,62000,100.7
2022-06-16,Chicago,6.3,68.9,89.0,3.4,263.69,62000,103.0
2022-06-17,Chicago,6.41,68.9,88.9,4.15,262.98,62000,101.3
2022-06-18,Chicago,6.37,68.9,89.5,4.05,263.0,62000,96.9
2022-06-19,Chicago,6.29,68.9,89.7,3.56,263.72,62000,101.1
2022-06-20,Chicago,6.26,68.4,89.8,3.92,262.39,62000,99.6
2022-06-21,Chicago,6.29,68.2,90.1,3.05,262.05,62000,102.6
2022-06-22,Chicago,6.35,68.2,89.8,3.81,260.7,62000,98.1
2022-06-23,Chicago,6.3,68.1,90.1,2.99,261.96,62000,98.8
2022-06-24,Chicago,6.31,68.6,90.3,3.42,262.96,62000,98.4
2022-06-25,Chicago,6.33,68.2,90.6,2.91,263.64,62000,101.5
2022-06-26,Chicago,6.3,68.3,91.0,3.49,261.39,62000,99.4
2022-06-27,Chicago,6.31,67.8,91.6,3.7,262.59,62000,103.3
2022-06-28,Chicago,6.36,67.5,91.5,3.31,263.69,62000,100.5
2022-06-29,Chicago,6.31,67.9,91.3,3.38,262.71,62000,102.3
2022-06-30,Chicago,6.27,67.9,90.7,4.17,263.95,62000,96.8
2022-07-01,Chicago,6.31,67.5,90.4,3.91,261.73,62000,101.1
2022-07-02,Chicago,6.21,67.0,90.0,3.94,262.73,62000,98.6
2022-07-03,Chicago,6.23,67.0,90.3,3.68,262.02,62000,105.0
2022-07-04,Chicago,6.26,66.7,90.3,3.6,262.23,62000,96.3
2022-07-05,Chicago,6.33,66.5,89.8,3.66,264.09,62000,100.9
2022-07-06,Chicago,6.3,66.4,90.2,3.58,262.7,62000,103.7
2022-07-07,Chicago,6.28,66.1,90.2,2.95,262.62,62000,98.1
2022-07-08,Chicago,6.29,66.5,90.0,3.52,263.06,62000,96.1
2022-07-09,Chicago,6.33,66.8,89.2,3.74,262.44,62000,98.8
2022-07-10,Chicago,6.32,66.8,89.0,3.76,263.5,62000,100.1
2022-07-11,Chicago,6.36,67.3,88.7,3.69,262.72,62000,99.7
2022-07-12,Chicago,6.46,67.1,88.1,3.54,262.9,62000,98.0
2022-07-13,Chicago,6.47,66.9,88.2,3.67,261.82,62000,99.5
2022-07-14,Chicago,6.47,66.9,88.6,3.97,262.53,62000,99.1
2022-07-15,Chicago,6.49,67.0,88.3,3.74,261.48,62000,100.4
2022-07-16,Chicago,6.46,67.0,88.3,3.44,263.13,62000,101.6
2022-07-17,Chicago,6.42,67.3,88.4,3.12,262.97,62000,101.5
2022-07-18,Chicago,6.38,67.1,87.9,3.84,262.63,62000,100.2
2022-07-19,Chicago,6.33,67.0,88.0,3.86,262.16,62000,106.2
2022-07-20,Chicago,6.36,67.3,87.6,3.3,263.42,62000,100.9
2022-07-21,Chicago,6.37,67.6,87.3,3.68,262.8,62000,98.7
2022-07-22,Chicago,6.37,67.4,86.4,3.78,261.89,62000,95.9
2022-07-23,Chicago,6.27,67.2,86.2,3.72,263.46,62000,100.6
2022-07-24,Chicago,6.31,67.0,86.4,3.69,263.46,62000,101.3
2022-07-25,Chicago,6.36,66.9,86.4,3.23,262.43,62000,99.8
2022-07-26,Chicago,6.39,67.5,86.2,3.5,263.68,62000,101.4
2022-07-27,Chicago,6.41,67.9,86.7,3.41,263.58,62000,100.0
2022-07-28,Chicago,6.45,67.8,86.6,4.13,264.96,62000,97.7
2022-07-29,Chicago,6.5,67.9,86.8,3.17,261.88,62000,100.2
2022-07-30,Chicago,6.55,67.9,86.3,3.34,262.75,62000,100.7
2022-07-31,Chicago,6.56,67.9,86.4,3.37,262.31,62000,98.4
2022-08-01,Chicago,6.58,67.2,86.9,3.78,263.11,62000,99.4
2022-08-02,Chicago,6.66,68.4,86.8,3.92,262.64,62000,99.9
2022-08-03,Chicago,6.64,68.9,86.6,3.72,262.55,62000,98.4
2022-08-04,Chicago,6.66,68.3,87.0,3.76,263.76,62000,101.8
2022-08-05,Chicago,6.75,68.2,87.6,2.99,264.33,62000,103.3
2022-08-06,Chicago,6.77,68.3,87.4,3.6,263.6,62000,101.7
2022-08-07,Chicago,6.79,68.2,87.1,3.43,262.67,62000,95.7
2022-08-08,Chicago,6.8,68.4,86.8,3.85,264.24,62000,104.2
2022-08-09,Chicago,6.79,68.8,87.1,3.32,262.24,62000,102.6
2022-08-10,Chicago,6.76,69.0,87.2,3.72,264.78,62000,99.3
2022-08-11,Chicago,6.74,69.1,87.7,3.11,263.62,62000,95.0
2022-08-12,Chicago,6.72,68.8,87.7,3.52,263.36,62000,97.4
2022-08-13,Chicago,6.72,68.8,87.6,3.37,264.21,62000,99.3
2022-08-14,Chicago,6.66,68.8,87.3,3.9,262.27,62000,100.6
2022-08-15,Chicago,6.66,68.9,87.5,4.05,262.26,62000,103.2
2022-08-16,Chicago,6.69,69.1,87.4,3.21,262.71,62000,103.1
2022-08-17,Chicago,6.73,69.6,87.7,4.03,263.57,62000,97.7
2022-08-18,Chicago,6.71,69.5,87.6,3.79,263.8,62000,100.2
2022-08-19,Chicago,6.71,69.2,87.4,3.54,261.89,62000,101.3
2022-08-20,Chicago,6.77,69.0,87.9,2.99,262.39,62000,98.9
2022-08-21,Chicago,6.73,68.9,87.5,3.61,262.19,62000,100.1
2022-08-22,Chicago,6.7,69.0,87.8,3.8,263.3,62000,99.4
2022-08-23,Chicago,6.61,68.5,87.8,3.4,264.12,62000,101.9
2022-08-24,Chicago,6.62,68.3,87.3,3.51,262.7,62000,100.6
2022-08-25,Chicago,6.66,68.1,87.0,3.34,263.71,62000,97.7
2022-08-26,Chicago,6.7,67.6,87.2,3.25,264.0,62000,98.3
2022-08-27,Chicago,6.69,67.5,86.5,3.27,263.85,62000,98.2
2022-08-28,Chicago,6.66,67.5,86.1,2.87,264.69,62000,97.6
2022-08-29,Chicago,6.67,66.3,86.4,3.8,262.1,62000,99.5
2022-08-30,Chicago,6.63,66.5,86.4,3.68,262.08,62000,101.0
2022-08-31,Chicago,6.59,66.7,86.6,3.68,263.16,62000,97.4
2022-09-01,Chicago,6.58,66.6,86.2,4.08,265.44,62000,99.3
2022-09-02,Chicago,6.54,66.6,86.1,2.99,264.31,62000,102.4
2022-09-03,Chicago,6.55,66.7,86.4,3.17,265.36,62000,100.2
2022-09-04,Chicago,6.57,66.8,85.8,3.22,264.61,62000,98.9
2022-09-05,Chicago,6.59,66.6,86.0,3.19,263.79,62000,99.3
2022-09-06,Chicago,6.68,66.7,86.0,3.23,263.12,62000,97.9
2022-09-07,Chicago,6.65,66.4,85.9,3.3,262.66,62000,98.4
2022-09-08,Chicago,6.76,66.7,85.9,3.51,264.23,62000,100.1
2022-09-09,Chicago,6.75,65.8,86.2,4.04,263.15,62000,102.5
2022-09-10,Chicago,6.71,65.6,86.0,3.38,264.98,62000,102.1
2022-09-11,Chicago,6.72,65.5,85.5,3.68,264.38,62000,100.6
2022-09-12,Chicago,6.7,65.6,85.1,3.27,263.9,62000,98.7
2022-09-13,Chicago,6.71,65.5,85.0,3.76,263.85,62000,98.3
2022-09-14,Chicago,6.74,65.8,85.4,3.32,263.52,62000,97.8
2022-09-15,Chicago,6.63,65.9,85.7,3.55,264.24,62000,100.9
2022-09-16,Chicago,6.64,65.7,85.5,2.63,264.44,62000,98.7
2022-09-17,Chicago,6.65,65.1,86.4,3.5,262.42,62000,100.2
2022-09-18,Chicago,6.57,65.0,86.3,2.76,261.81,62000,97.8
2022-09-19,Chicago,6.51,65.9,86.7,3.88,264.26,62000,98.4
2022-09-20,Chicago,6.49,65.6,87.5,3.23,264.23,62000,102.4
2022-09-21,Chicago,6.48,66.4,87.6,3.44,265.46,62000,101.8
